id,firstname,surname,born,died,bornCountry,bornCountryCode,gender,prize_years,prize_categories,prize_motivation,ISO-ALPHA-3,latitude,longitude,officialCountryName
669,Derek,Walcott,1930,2017,Saint Lucia,LC,male,1992,literature,"""for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment""",LCA,13.88,-60.97,Saint Lucia
670,Toni,Morrison,1931,2019,USA,US,female,1993,literature,"""who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality""",USA,39.83,-98.58,United States of America
671,Kenzaburo,Oe,1935,2023,Japan,JP,male,1994,literature,"""who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today""",JPN,35.0,136.0,Japan
672,Seamus,Heaney,1939,2013,Northern Ireland,GB,male,1995,literature,"""for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past""",GBR,54.6,-2.0,United Kingdom
673,Wisława,Szymborska,1923,2012,Poland,PL,female,1996,literature,"""for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality""",POL,52.0,19.0,Poland
674,Dario,Fo,1926,2016,Italy,IT,male,1997,literature,"""who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden""",ITA,42.5,12.5,Italy
675,José,Saramago,1922,2010,Portugal,PT,male,1998,literature,"""who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality""",PRT,38.7,-9.18,Portugal
676,Günter,Grass,1927,2015,Free City of Danzig (now Poland),PL,male,1999,literature,"""whose frolicsome black fables portray the forgotten face of history""",POL,52.0,19.0,Poland
677,Ragnar,Frisch,1895,1973,Norway,NO,male,1969,economics,"""for having developed and applied dynamic models for the analysis of economic processes""",NOR,65.0,11.0,Norway
678,Jan,Tinbergen,1903,1994,the Netherlands,NL,male,1969,economics,"""for having developed and applied dynamic models for the analysis of economic processes""",NLD,52.32,5.55,Netherlands
679,Paul A.,Samuelson,1915,2009,USA,US,male,1970,economics,"""for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science""",USA,39.83,-98.58,United States of America
680,Simon,Kuznets,1901,1985,Russian Empire (now Belarus),BY,male,1971,economics,"""for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development""",BLR,53.53,28.05,Belarus
681,John R.,Hicks,1904,1989,United Kingdom,GB,male,1972,economics,"""for their pioneering contributions to general economic equilibrium theory and welfare theory""",GBR,54.6,-2.0,United Kingdom
682,Kenneth J.,Arrow,1921,2017,USA,US,male,1972,economics,"""for their pioneering contributions to general economic equilibrium theory and welfare theory""",USA,39.83,-98.58,United States of America
683,Wassily,Leontief,1906,1999,Russia,RU,male,1973,economics,"""for the development of the input-output method and for its application to important economic problems""",RUS,66.42,94.25,Russia
684,Gunnar,Myrdal,1898,1987,Sweden,SE,male,1974,economics,"""for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena""",SWE,61.0,15.0,Sweden
685,Friedrich,von Hayek,1899,1992,Austria,AT,male,1974,economics,"""for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena""",AUT,48.0,14.0,Austria
686,Leonid Vitaliyevich,Kantorovich,1912,1986,Russian Empire (now Russia),RU,male,1975,economics,"""for their contributions to the theory of optimum allocation of resources""",RUS,66.42,94.25,Russia
687,Tjalling C.,Koopmans,1910,1985,the Netherlands,NL,male,1975,economics,"""for their contributions to the theory of optimum allocation of resources""",NLD,52.32,5.55,Netherlands
688,Milton,Friedman,1912,2006,USA,US,male,1976,economics,"""for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy""",USA,39.83,-98.58,United States of America
689,Bertil,Ohlin,1899,1979,Sweden,SE,male,1977,economics,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",SWE,61.0,15.0,Sweden
690,James E.,Meade,1907,1995,United Kingdom,GB,male,1977,economics,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",GBR,54.6,-2.0,United Kingdom
691,Herbert,Simon,1916,2001,USA,US,male,1978,economics,"""for his pioneering research into the decision-making process within economic organizations""",USA,39.83,-98.58,United States of America
692,Theodore W.,Schultz,1902,1998,USA,US,male,1979,economics,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",USA,39.83,-98.58,United States of America
693,Sir Arthur,Lewis,1915,1991,British West Indies (now Saint Lucia),LC,male,1979,economics,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",LCA,13.88,-60.97,Saint Lucia
694,Lawrence R.,Klein,1920,2013,USA,US,male,1980,economics,"""for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies""",USA,39.83,-98.58,United States of America
695,James,Tobin,1918,2002,USA,US,male,1981,economics,"""for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices""",USA,39.83,-98.58,United States of America
696,George J.,Stigler,1911,1991,USA,US,male,1982,economics,"""for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation""",USA,39.83,-98.58,United States of America
697,Gerard,Debreu,1921,2004,France,FR,male,1983,economics,"""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium""",FRA,47.0,2.0,France
698,Richard,Stone,1913,1991,United Kingdom,GB,male,1984,economics,"""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""",GBR,54.6,-2.0,United Kingdom
699,Franco,Modigliani,1918,2003,Italy,IT,male,1985,economics,"""for his pioneering analyses of saving and of financial markets""",ITA,42.5,12.5,Italy
700,James M.,Buchanan Jr.,1919,2013,USA,US,male,1986,economics,"""for his development of the contractual and constitutional bases for the theory of economic and political decision-making""",USA,39.83,-98.58,United States of America
701,Robert M.,Solow,1924,2023,USA,US,male,1987,economics,"""for his contributions to the theory of economic growth""",USA,39.83,-98.58,United States of America
702,Maurice,Allais,1911,2010,France,FR,male,1988,economics,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",FRA,47.0,2.0,France
703,Trygve,Haavelmo,1911,1999,Norway,NO,male,1989,economics,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",NOR,65.0,11.0,Norway
704,Harry M.,Markowitz,1927,2023,USA,US,male,1990,economics,"""for their pioneering work in the theory of financial economics""",USA,39.83,-98.58,United States of America
705,Merton H.,Miller,1923,2000,USA,US,male,1990,economics,"""for their pioneering work in the theory of financial economics""",USA,39.83,-98.58,United States of America
706,William F.,Sharpe,1934,0,USA,US,male,1990,economics,"""for their pioneering work in the theory of financial economics""",USA,39.83,-98.58,United States of America
707,Ronald H.,Coase,1910,2013,United Kingdom,GB,male,1991,economics,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",GBR,54.6,-2.0,United Kingdom
708,Gary,Becker,1930,2014,USA,US,male,1992,economics,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour""",USA,39.83,-98.58,United States of America
709,Robert W.,Fogel,1927,2013,USA,US,male,1993,economics,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",USA,39.83,-98.58,United States of America
710,Douglass C.,North,1920,2015,USA,US,male,1993,economics,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",USA,39.83,-98.58,United States of America
711,John C.,Harsanyi,1920,2000,Hungary,HU,male,1994,economics,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",HUN,47.0,19.0,Hungary
712,John F.,Nash Jr.,1928,2015,USA,US,male,1994,economics,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",USA,39.83,-98.58,United States of America
713,Reinhard,Selten,1930,2016,Germany (now Poland),PL,male,1994,economics,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",POL,52.0,19.0,Poland
714,Robert E.,Lucas Jr.,1937,2023,USA,US,male,1995,economics,"""for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy""",USA,39.83,-98.58,United States of America
715,James A.,Mirrlees,1936,2018,Scotland,GB,male,1996,economics,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",GBR,54.6,-2.0,United Kingdom
716,William,Vickrey,1914,1996,Canada,CA,male,1996,economics,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",CAN,56.0,-109.0,Canada
717,Robert C.,Merton,1944,0,USA,US,male,1997,economics,"""for a new method to determine the value of derivatives""",USA,39.83,-98.58,United States of America
718,Myron,Scholes,1941,0,Canada,CA,male,1997,economics,"""for a new method to determine the value of derivatives""",CAN,56.0,-109.0,Canada
719,Amartya,Sen,1933,0,India,IN,male,1998,economics,"""for his contributions to welfare economics""",IND,22.8,83.0,India
720,Robert,Mundell,1932,2021,Canada,CA,male,1999,economics,"""for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas""",CAN,56.0,-109.0,Canada
721,Il´ja M.,Frank,1908,1990,Russia,RU,male,1958,physics,"""for the discovery and the interpretation of the Cherenkov effect""",RUS,66.42,94.25,Russia
722,Arvid,Carlsson,1923,2018,Sweden,SE,male,2000,medicine,"""for their discoveries concerning signal transduction in the nervous system""",SWE,61.0,15.0,Sweden
723,Paul,Greengard,1925,2019,USA,US,male,2000,medicine,"""for their discoveries concerning signal transduction in the nervous system""",USA,39.83,-98.58,United States of America
724,Eric,Kandel,1929,0,Austria,AT,male,2000,medicine,"""for their discoveries concerning signal transduction in the nervous system""",AUT,48.0,14.0,Austria
725,Kim,Dae-jung,1925,2009,Korea (now South Korea),KR,male,2000,peace,"""for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular""",KOR,36.0,128.0,South Korea
726,Zhores,Alferov,1930,2019,USSR (now Belarus),BY,male,2000,physics,"""for developing semiconductor heterostructures used in high-speed- and opto-electronics""",BLR,53.53,28.05,Belarus
727,Herbert,Kroemer,1928,2024,Germany,DE,male,2000,physics,"""for developing semiconductor heterostructures used in high-speed- and opto-electronics""",DDR,52.05,12.39,German Democratic Republic
728,Jack,Kilby,1923,2005,USA,US,male,2000,physics,"""for his part in the invention of the integrated circuit""",USA,39.83,-98.58,United States of America
729,Alan,Heeger,1936,0,USA,US,male,2000,chemistry,"""for the discovery and development of conductive polymers""",USA,39.83,-98.58,United States of America
730,Alan,MacDiarmid,1927,2007,New Zealand,NZ,male,2000,chemistry,"""for the discovery and development of conductive polymers""",NZL,-41.2,174.0,New Zealand
731,Hideki,Shirakawa,1936,0,Japan,JP,male,2000,chemistry,"""for the discovery and development of conductive polymers""",JPN,35.0,136.0,Japan
